http://forum.jogos.uol.com.br/velma-maromba_u_3134831844446364604,Velma Maromba,Medicina,USP - UNESP - UNICAMP
http://forum.jogos.uol.com.br/jungle-man_u_1062308490260773743,Jungle Man,Economia,USP
